customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
1041,Free,Bonniface,Male,95,5/25/59,,Property,Affluent Customer,N,__¾¤Œ_ü¢»Œ_üÊ©¦¾,No,15
1042,Isacco,Woodwind,Male,0,1/14/76,Nuclear Power Engineer,Manufacturing,High Net Worth,N,‰å«‰¡èÌå¬èÌ‰‰‰,Yes,11
1043,Giorgi,Hurford,Male,34,10/20/86,Sales Associate,Financial Services,Mass Customer,N,‹È(•À£‰•À£)‹È:*:,Yes,16
1044,Frederico,Whilder,U,4,,Food Chemist,Health,High Net Worth,N,,No,
1045,Aeriel,Everest,Female,88,5/8/86,,Financial Services,Mass Customer,N,1,Yes,19
1046,Shir,Clevely,Female,0,7/23/55,Budget/Accounting Analyst II,n/a,Affluent Customer,N,_…ü_…¡_»…ü_test¯¤ô¯µô¯_¯¤¯» ¯¤ô¯»ô¯_ôô,No,11
1047,Standford,Tanswill,Male,39,9/3/78,VP Accounting,Financial Services,Affluent Customer,N,(•_ˆ_´ˆ_´•_•_•ÈÀ ‰È‰‰È,No,11
1048,Braden,Lamming,Male,99,6/8/76,Internal Auditor,n/a,Affluent Customer,N,nil,No,15
1049,Fraser,Gaenor,Male,35,3/2/96,Software Consultant,Property,Mass Customer,N,"''''""",No,2
1050,Marjie,Ghion,Female,7,7/29/73,Software Consultant,Telecommunications,Mass Customer,N,‰Á,Yes,15
1051,Xylia,Lange,Female,34,9/29/77,Help Desk Technician,Property,High Net Worth,N,$1.00,Yes,14
1052,Dela,Flannigan,Female,31,2/2/86,Junior Executive,Financial Services,High Net Worth,N,åÁ‰¢å£å¢‰å¤å¦‰¢å»å¼‰‰Ê,No,3
1053,Davon,Stanyland,Male,98,5/20/62,,Manufacturing,Mass Customer,N,NIL,Yes,8
1054,Natal,Matiewe,Male,27,8/9/83,Nuclear Power Engineer,Manufacturing,Mass Customer,N,,Yes,13
1055,Danell,Rose,Female,30,6/8/88,Data Coordiator,Manufacturing,Mass Customer,N,•_•_•_,No,12
1056,Kendricks,Markel,Male,96,12/18/66,Software Test Engineer IV,Manufacturing,Affluent Customer,N,1/0,No,6
1057,Laryssa,Durdle,Female,73,4/6/69,Registered Nurse,Health,Mass Customer,N,‹,No,5
1058,Gretel,Gionettitti,Female,37,10/24/87,Research Assistant IV,Retail,Affluent Customer,N,',Yes,4
1059,Chantal,Plante,Female,68,2/16/68,Account Representative III,Entertainment,High Net Worth,N,",./;'[]\-=",Yes,6
1060,Vanda,Boadby,Female,88,11/23/61,Associate Professor,Argiculture,Affluent Customer,N,$1.00,Yes,13
1061,Anderson,,Male,34,11/7/88,Speech Pathologist,Financial Services,Mass Customer,N,test‰Êtest‰Ç,No,19
1062,Tish,Mowett,Female,32,9/28/75,Junior Executive,n/a,Mass Customer,N,-1.00E+02,No,14
1063,Terrence,Geck,Male,22,3/1/87,Actuary,Financial Services,Affluent Customer,N,-1,Yes,13
1064,Thornie,Andrusov,Male,3,6/13/77,Librarian,Entertainment,Affluent Customer,N,‰£,Yes,8
1065,Chilton,Ghirigori,Male,8,6/27/62,Quality Engineer,Financial Services,Mass Customer,N,-1.00E+02,Yes,8
1066,Hailey,Ricciardi,Male,45,10/6/95,Recruiter,Telecommunications,High Net Worth,N,•_•_•_,No,12
1067,Berri,Cotillard,Female,13,5/17/65,Engineer IV,Financial Services,Mass Customer,N,_µ _ _ _,Yes,13
1068,Frazer,Searston,Male,5,3/21/95,,Health,Mass Customer,N,‰_À _»_À __À __À __À __À,Yes,3
1069,Reese,Titterington,Male,85,4/15/76,Web Designer I,Telecommunications,Mass Customer,N,èƒnb‡«lƒ ƒu®ƒƒø ‚ƒ_olop æ‚ ‚ƒ_oqƒl æn æunp‡«p‡«ƒu‡« ƒ_odƒø‚æ poƒøsn‡«‚ op p‚s 'æ‡«l‚ ®u‡«ƒs‡«d‡«pƒ ƒ_næ‚æƒ‚suoƒ 'æ‚ƒøƒ æ‡«s ƒ_olop ƒønsd‡« ƒø‚ƒ_oè´,No,15
1070,Albert,Gomery,Male,5,6/4/95,Account Representative IV,n/a,Mass Customer,N,_,No,1
1071,Chrisy,Miranda,Male,68,12/29/86,,Retail,High Net Worth,N,<script>alert('hi')</script>,No,1
1072,Curt,Petrello,Male,60,6/1/57,Senior Cost Accountant,Financial Services,High Net Worth,N,‹‹_‹‹£‹_‹üÁ‹‹»‹‹,Yes,8
1073,Elbertina,Donne,Female,77,2/25/80,Associate Professor,n/a,Affluent Customer,N,__ _ _ _ _ _ _ _,Yes,7
1074,Griswold,Juett,Male,43,7/14/74,Accounting Assistant IV,n/a,High Net Worth,N,-1,Yes,18
1075,Cullin,Elcoate,Male,26,7/25/67,Administrative Officer,Manufacturing,High Net Worth,N,•_•_•_,No,7
1076,Siegfried,Trattles,Male,33,6/6/00,Pharmacist,Health,Affluent Customer,N,<img src=x onerror=alert('hi') />,No,2
1077,Sheba,Este,Female,8,10/11/55,,Telecommunications,Mass Customer,N,"''''""",Yes,18
1078,Abe,Pilley,Male,69,6/5/76,Executive Secretary,Manufacturing,Mass Customer,N,‡,No,20
1079,Dennie,L' Anglois,Male,70,1/3/78,Nurse Practicioner,Manufacturing,Mass Customer,N,‰£,No,18
1080,Monah,Talbot,Female,70,12/26/99,Speech Pathologist,Property,Mass Customer,N,_Ê_Ê±_Ê__Ê±_Ê±ü_Ê__Ê_,Yes,2
1081,Marga,Cradduck,Female,25,10/21/85,Social Worker,Health,Mass Customer,N,-1.00E+02,No,16
1082,Guinevere,Kelby,U,90,,Financial Analyst,Financial Services,Mass Customer,N,,Yes,
1083,Chadd,Fowlds,Male,46,8/7/96,VP Product Management,n/a,Affluent Customer,N,‹È(•À£‰•À£)‹È:*:,No,1
1084,Serena,Jagson,Female,54,5/18/94,Accounting Assistant I,Retail,Affluent Customer,N,_Ê_Ê±_Ê__Ê±_Ê±ü_Ê__Ê_,No,8
1085,Lucho,Strafen,Male,4,9/12/75,Internal Auditor,Health,Mass Customer,N,•ÈÀ,No,8
1086,Ezechiel,Parnall,Male,84,6/21/89,Statistician IV,Property,Mass Customer,N,"<>?:""{}|_+",Yes,4
1087,Lian,Madrell,Female,39,9/18/79,Financial Analyst,Financial Services,Mass Customer,N,nil,Yes,8
1088,Andy,Polgreen,Female,19,7/21/89,Design Engineer,n/a,High Net Worth,N,!@#$%^&*(),Yes,3
1089,Korney,Hess,Female,90,9/17/88,Product Engineer,Property,Affluent Customer,N,1'; DROP TABLE users--,No,12
1090,Lorettalorna,,Female,15,7/15/75,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,1.00E+96,No,17
1091,Keith,Housden,Male,19,4/15/80,,Health,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,15
1092,Katlin,Creddon,Female,56,8/22/35,VP Quality Control,Retail,Mass Customer,N,“Â’__’“ “«’“¡µÂ“,No,5
1093,Clarita,Penright,Female,63,9/13/96,Business Systems Development Analyst,n/a,Affluent Customer,N,00è®$-,No,5
1094,Shaughn,Salters,Male,48,12/27/75,Dental Hygienist,Health,High Net Worth,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,19
1095,Emelda,Gerler,Female,2,8/29/58,Project Manager,Health,Mass Customer,N,__ _ _ _ _ _ _ _¤,No,6
1096,Jakie,Mungham,Male,33,11/29/69,Software Test Engineer I,Health,High Net Worth,N,!@#$%^&*(),No,14
1097,Gwenora,Grabbam,Female,71,1/31/68,Engineer II,Financial Services,Mass Customer,N,-1,Yes,18
1098,Maure,Crow,Female,99,2/1/89,Administrative Assistant IV,Financial Services,Mass Customer,N,¡Šü_‹‹‹Ç‹‹‹_Šü‹‹,Yes,12
1099,Jarrett,Maffia,Male,12,1/13/75,Tax Accountant,Manufacturing,Affluent Customer,N,‰¢,Yes,11
1100,Cord,Braundt,Male,59,1/2/83,Engineer I,Manufacturing,Mass Customer,N,“Â’__’“ “«’“¡µÂ“,No,15
1101,Haily,McWilliams,Female,76,12/22/68,Senior Editor,n/a,Mass Customer,N,‰å«‰¡èÌå¬èÌ‰‰‰,No,15
1102,Stephana,Puzey,Female,16,8/17/76,Recruiting Manager,Manufacturing,Affluent Customer,N,1-Feb,No,15
1103,Glynnis,Sailor,Female,76,1/30/78,Financial Advisor,Financial Services,High Net Worth,N,_…ü_…¡_»…ü_test¯¤ô¯µô¯_¯¤¯» ¯¤ô¯»ô¯_ôô,Yes,20
1104,Jewelle,Pincott,Female,82,12/31/59,Programmer III,Retail,Mass Customer,N,1.00E+00,No,8
1105,Sherman,McCusker,Male,39,2/10/90,General Manager,n/a,Mass Customer,N,‰¢,No,18
1106,Sibyl,Bigmore,Female,2,12/17/62,Software Consultant,Retail,Mass Customer,N,‰_•ü _ _ _ _ _ _ _ _ _ _ _ _ _ _,No,15
1107,Maridel,Whitby,Female,70,7/17/74,Social Worker,Health,High Net Worth,N,èƒnb‡«lƒ ƒu®ƒƒø ‚ƒ_olop æ‚ ‚ƒ_oqƒl æn æunp‡«p‡«ƒu‡« ƒ_odƒø‚æ poƒøsn‡«‚ op p‚s 'æ‡«l‚ ®u‡«ƒs‡«d‡«pƒ ƒ_næ‚æƒ‚suoƒ 'æ‚ƒøƒ æ‡«s ƒ_olop ƒønsd‡« ƒø‚ƒ_oè´,No,18
1108,Ginnie,Farriar,Female,86,3/6/62,Dental Hygienist,Health,Mass Customer,N,‹_ˆ__ˆ¼ôêˆ¼ˆ__•_ ‹_ˆ__ˆ¼ôêˆ¼ˆ__•_,No,17
1109,Nestor,Billingsley,Male,21,9/1/89,Web Developer II,Entertainment,High Net Worth,N,‰¢,No,6
1110,Lazar,Cherryman,Male,73,3/17/91,Information Systems Manager,Retail,High Net Worth,N,í_HêíÂí_íí_eê êíí´ííÈêíwíhííøêoíêíêí±í¨ ñí¼íííêWíáí_í_aí¼í»êií¬êêí_êíøítí¦í_í¨sííêê íÊíÇíÊBíÈêêêêí_eíµhíµíÂêíÇêiíí_êí_í_í¨êíÇnêdí«í»íí êí¡êí©êêêí_Tê¢êí_êí»hêêí¨íÈeíÂíêí í_í_íWêêêííêêaêêêí_í_,No,12
1111,Zach,Maynard,Male,96,3/4/60,Director of Sales,n/a,High Net Worth,N,¬_¾Ê_,Yes,18
1112,Jarrett,Chiplin,Male,25,5/22/81,,n/a,Mass Customer,N,00è®$-,Yes,13
1113,Dorie,Willock,Male,45,6/24/92,Recruiter,Property,Mass Customer,N,`‰‰Â‰_‰¼•Â•Â‰Áå¡åá‰‰å±,No,6
1114,Evonne,Southan,Female,96,6/3/76,Structural Engineer,Retail,Mass Customer,N,‰£,No,14
1115,Merola,Stutard,Female,33,1/18/70,Account Coordinator,n/a,High Net Worth,N,‰_•ü _ _ _ _ _ _ _ _ _ _ _ _ _ _,Yes,17
1116,Tori,Coche,Female,59,6/26/74,Assistant Manager,Health,Mass Customer,N,,Yes,16
1117,Georgena,Guilaem,Female,83,12/1/75,Quality Engineer,n/a,Affluent Customer,N,1;DROP TABLE users,No,14
1118,Colline,Coulman,Female,95,12/19/75,Sales Representative,Retail,Mass Customer,N,ÌÌÌÌèÌÌ•£ÀÌÌÌ‰,Yes,9
1119,Lemmy,Bennit,Male,43,10/9/76,,Entertainment,Mass Customer,N,__ _ _ _ _ _ _ _,Yes,19
1120,Jacquelyn,Rowlinson,Female,87,8/31/80,Web Developer IV,Retail,Affluent Customer,N,ë©‰Ì¤‰‰Çèåµ‰_‰´Ìá,No,12
1121,Dione,Raithby,Female,30,1/21/84,Registered Nurse,Health,Mass Customer,N,‰¡‰«‰µ‰‰‰,Yes,3
1122,Gerladina,Carney,Female,59,12/19/85,,n/a,Mass Customer,N,íÁêêíIêííí_nêêêví¨íÇokí_íÇíêiíêí_í_íÊíníÁíÈí¨í£í¼gí_êêí_êíÂê í¡têí_híí_eí¢í_ êíÂí_êfí«íêí£eêêeí£í´í©lêêêiêÊêêí_nêêíêí_í¨gê í¬oêÁêí»fíí£íÂ ííêíêí¨cñêíÇêêêêêhíµí_í£êêaêíí_êêoí_í£í´sê¢í±êí¼íí_íÈ.íí,No,11
1123,Dominick,Downey,Male,50,6/18/62,,Property,Mass Customer,N,0•ü‰£ 1•ü‰£ 2•ü‰£ 3•ü‰£ 4•ü‰£ 5•ü‰£ 6•ü‰£ 7•ü‰£ 8•ü‰£ 9•ü‰£ _,No,13
1124,Eben,Threader,Male,36,2/3/65,Health Coach III,Health,Affluent Customer,N,Ì´Ì‰®å©è‰èåÂ‰_Ì_,Yes,9
1125,Raff,Everley,Male,25,1/19/90,Software Test Engineer III,IT,Affluent Customer,N,1;DROP TABLE users,No,9
1126,Atlante,Sonley,Female,77,9/27/73,Executive Secretary,n/a,Mass Customer,N,‹È(•À£‰•À£)‹È:*:,No,14
1127,Elly,Ormshaw,Female,30,2/27/91,Physical Therapy Assistant,Financial Services,Mass Customer,N,"__•_(,_,*)",No,8
1128,Kirsten,Longman,Female,47,4/12/92,Financial Advisor,Financial Services,Mass Customer,N,__¾¤Œ_ü¢»Œ_üÊ©¦¾,Yes,8
1129,Hercule,,Male,2,6/29/77,VP Marketing,Entertainment,Mass Customer,N,1.00E+02,Yes,9
1130,Juli,Prine,Female,90,12/6/64,Sales Associate,n/a,Mass Customer,N,1-Feb,No,16
1131,Sigmund,Barkworth,Male,16,8/7/56,VP Marketing,n/a,Mass Customer,N,-1.00E+02,No,15
1132,Coriss,Darkott,Female,99,8/1/85,Actuary,Financial Services,Affluent Customer,N,1-Feb,Yes,9
1133,Forrester,McFetridge,Male,88,1/26/68,,Manufacturing,Affluent Customer,N,Tíí_í¼í¼oê íáií_íÂêí»ênííêvêíííí_oí¦íí¡íÊkeêêí¨í¼í»í_í±í_ ítêíêí_í£íÈí»hí_êí_í_í_íí_eêí£í¡í_íÂê í¢í_íÈí±íhêêêêíí£í_ií_í_í£í¡í_víÈêeí¼í_í_í»í¡-mí¢iêníí¼íí_íøí¡díµí_íêí©í_íí_ íí´í±í_í_ríííeêpêÊrí_ííÈí_íeêí¼íÊí£sí,No,6
1134,Sullivan,Scullion,Male,22,9/30/94,Administrative Assistant IV,Financial Services,Affluent Customer,N,Zí¨íêíÊêêAí´ííêíÈíLí£êêíøí_íêGíÈOí_íí¨,No,3
1135,Mireielle,Avrasin,Female,60,5/3/80,Software Engineer IV,Financial Services,Mass Customer,N,0,Yes,11
1136,Ivan,Blackhall,Male,72,8/31/77,Executive Secretary,Property,High Net Worth,N,_…ü_…¡_»…ü_test¯¤ô¯µô¯_¯¤¯» ¯¤ô¯»ô¯_ôô,No,7
1137,Jermayne,Hryniewicki,Male,46,7/3/77,Business Systems Development Analyst,n/a,Mass Customer,N,00è®$-,No,18
1138,Elli,Loxdale,Female,77,9/21/91,Statistician I,Retail,Mass Customer,N,-1,Yes,5
1139,Shellysheldon,Wickey,Male,52,9/15/82,Editor,Manufacturing,Mass Customer,N,1,Yes,16
1140,Deana,Rathbourne,Female,32,2/25/86,Executive Secretary,n/a,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,13
1141,Shannah,Gritsaev,Female,70,9/19/81,,Financial Services,High Net Worth,N,‰¡‰«‰µ,Yes,4
1142,Michal,Paiton,Male,95,5/7/98,Desktop Support Technician,Telecommunications,Mass Customer,N,",‹‹È:*:‹È‹‰( ‰È ì ‰È )‹‹È:*:‹È‹‰",No,2
1143,Goraud,Boissieux,Male,64,3/6/55,Office Assistant IV,Health,Mass Customer,N,_,Yes,6
1144,Damon,Phelip,Male,73,12/12/96,Environmental Specialist,Health,High Net Worth,N,Zí¨íêíÊêêAí´ííêíÈíLí£êêíøí_íêGíÈOí_íí¨,Yes,5
1145,Korella,Begin,Female,80,9/26/65,,Property,Mass Customer,N,_,Yes,14
1146,Hadleigh,Birley,Male,88,8/31/92,Assistant Professor,Financial Services,High Net Worth,N,‰Çtest‰Ç,No,8
1147,Tate,Studholme,Male,71,7/9/68,Health Coach II,Entertainment,High Net Worth,N,1/0,Yes,9
1148,Inigo,Ojeda,Male,60,9/28/87,Statistician IV,Financial Services,High Net Worth,N,(•_ˆ_´ˆ_´•_•_•ÈÀ ‰È‰‰È,No,5
1149,Ki,Odo,Female,29,9/30/67,Developer III,n/a,Affluent Customer,N,‰‰‰,Yes,14
1150,Bernelle,Warwick,Female,64,9/26/75,Information Systems Manager,Financial Services,Mass Customer,N,‰å«å¨‰Êå´å¬èÌüì‰‰,Yes,13
1151,Brena,Amburgy,Female,27,4/6/65,VP Product Management,Argiculture,High Net Worth,N,NIL,Yes,19
1152,Humfrid,Ducket,Male,47,6/23/98,Business Systems Development Analyst,Financial Services,Mass Customer,N,1'; DROP TABLE users--,Yes,3
1153,Mirilla,Lothlorien,Female,53,1/17/95,Desktop Support Technician,Health,Mass Customer,N,åÁ‰¢å£å¢‰å¤å¦‰¢å»å¼‰‰Ê,Yes,3
1154,Chase,Youd,Male,26,11/24/74,Research Nurse,Health,Mass Customer,N,åÁ‰¢å£å¢‰å¤å¦‰¢å»å¼‰‰Ê,Yes,20
1155,Janetta,Hartrick,Female,73,1/15/94,VP Marketing,Property,Mass Customer,N,Tíí_í¼í¼oê íáií_íÂêí»ênííêvêíííí_oí¦íí¡íÊkeêêí¨í¼í»í_í±í_ ítêíêí_í£íÈí»hí_êí_í_í_íí_eêí£í¡í_íÂê í¢í_íÈí±íhêêêêíí£í_ií_í_í£í¡í_víÈêeí¼í_í_í»í¡-mí¢iêníí¼íí_íøí¡díµí_íêí©í_íí_ íí´í±í_í_ríííeêpêÊrí_ííÈí_íeêí¼íÊí£sí,Yes,9
1156,Breena,Risebrow,Female,22,10/16/97,Marketing Assistant,Argiculture,Mass Customer,N,•ÈÀ,Yes,1
1157,Saunder,Camerati,Male,69,4/3/74,Research Nurse,Health,Affluent Customer,N,Ì´Ì‰®å©è‰èåÂ‰_Ì_,Yes,17
1158,Butch,Geertje,Male,85,2/17/85,Senior Quality Engineer,n/a,Mass Customer,N,",‹‹È:*:‹È‹‰( ‰È ì ‰È )‹‹È:*:‹È‹‰",Yes,19
1159,Elbert,Bridgement,Male,94,1/28/93,Librarian,Entertainment,Mass Customer,N,1.00E+02,No,1
1160,Trisha,Nisuis,Female,98,4/8/65,Speech Pathologist,IT,Affluent Customer,N,<script>alert('hi')</script>,No,10
1161,Sibylle,Cutsforth,Female,86,1/14/77,Senior Quality Engineer,Retail,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,15
1162,Ambrose,Raiston,Male,29,4/13/90,Marketing Assistant,n/a,Mass Customer,N,èƒnb‡«lƒ ƒu®ƒƒø ‚ƒ_olop æ‚ ‚ƒ_oqƒl æn æunp‡«p‡«ƒu‡« ƒ_odƒø‚æ poƒøsn‡«‚ op p‚s 'æ‡«l‚ ®u‡«ƒs‡«d‡«pƒ ƒ_næ‚æƒ‚suoƒ 'æ‚ƒøƒ æ‡«s ƒ_olop ƒønsd‡« ƒø‚ƒ_oè´,Yes,7
1163,Manolo,Dwire,Male,77,11/13/81,Cost Accountant,Financial Services,High Net Worth,N,í_HêíÂí_íí_eê êíí´ííÈêíwíhííøêoíêíêí±í¨ ñí¼íííêWíáí_í_aí¼í»êií¬êêí_êíøítí¦í_í¨sííêê íÊíÇíÊBíÈêêêêí_eíµhíµíÂêíÇêiíí_êí_í_í¨êíÇnêdí«í»íí êí¡êí©êêêí_Tê¢êí_êí»hêêí¨íÈeíÂíêí í_í_íWêêêííêêaêêêí_í_,Yes,8
1164,Gilligan,Mowat,Female,97,1/9/77,Food Chemist,Health,Mass Customer,N,1,Yes,17
1165,Fanni,Wakelin,Female,58,6/23/93,Administrative Assistant IV,Financial Services,High Net Worth,N,',No,2
1166,Fannie,Devil,Female,40,12/5/72,Quality Control Specialist,Health,Affluent Customer,N,‰Çtest‰Ç,No,8
1167,Elberta,Crickett,Female,20,6/3/96,Software Test Engineer III,Health,Mass Customer,N,‰‰‰,No,4
1168,Iosep,Shaddick,Male,44,2/16/65,Pharmacist,Health,Affluent Customer,N,(‰øå¡‰Áå¡•_‰ø•üµ ‰È‰‰È),No,18
1169,Kessiah,Corden,Female,33,8/9/67,Actuary,Financial Services,Mass Customer,N,1,Yes,13
1170,Lari,Rotte,Female,62,11/30/64,Assistant Professor,IT,Mass Customer,N,‹_ˆ__ˆ¼ôêˆ¼ˆ__•_ ‹_ˆ__ˆ¼ôêˆ¼ˆ__•_,Yes,4
1171,Ilise,Solloway,Female,32,8/15/71,Human Resources Manager,n/a,Affluent Customer,N,-$1.00,Yes,8
1172,Smith,Babbs,Male,48,4/12/74,Recruiter,n/a,Mass Customer,N,_©__,Yes,17
1173,Gertie,Chaim,Female,58,3/2/78,Statistician IV,Retail,High Net Worth,N,',No,16
1174,Shellysheldon,Gooderridge,U,9,,Executive Secretary,IT,Mass Customer,N,,No,
1175,Paige,Hodgin,Male,8,9/22/85,Human Resources Manager,n/a,Mass Customer,N,åüèÌ‰€±èÌåøèåÀ,No,8
1176,Celia,Dockerty,Female,7,1/16/76,Software Engineer IV,n/a,Affluent Customer,N,,Yes,7
1177,Bobbette,Pozzi,Female,47,8/31/53,Food Chemist,Health,Affluent Customer,N,1.00E+02,Yes,6
1178,Angelo,Byne,Male,1,5/26/70,Pharmacist,Health,Mass Customer,N,_Ê_Ê±_Ê__Ê±_Ê±ü_Ê__Ê_,No,13
1179,Kerry,Pashenkov,Male,56,8/15/88,Media Manager IV,Financial Services,High Net Worth,N,,Yes,13
1180,Gaye,Quickenden,Female,48,8/17/75,Account Representative I,Financial Services,Affluent Customer,N,•_•_¬(å«‰•_‰©,No,10
1181,Brita,Plant,Female,2,6/6/78,Tax Accountant,Argiculture,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,8
1182,Carolann,Ottiwill,Female,84,1/11/75,Data Coordiator,IT,Mass Customer,N,‹_ˆ__ˆ¼ôêˆ¼ˆ__•_ ‹_ˆ__ˆ¼ôêˆ¼ˆ__•_,Yes,7
1183,Joe,Shalliker,Male,50,11/14/58,Media Manager II,n/a,Affluent Customer,N,"__•_(,_,*)",No,6
1184,Auberta,Teodori,Female,89,10/7/68,Social Worker,Health,Mass Customer,N,`‰‰Â‰_‰¼•Â•Â‰Áå¡åá‰‰å±,No,13
1185,Xena,Rossbrooke,Female,17,7/23/00,VP Product Management,n/a,Mass Customer,N,‰å«å¨‰Êå´å¬èÌüì‰‰,Yes,2
1186,Brantley,Cecchi,Male,70,5/28/77,Help Desk Operator,Manufacturing,Affluent Customer,N,-1,Yes,20
1187,Antonino,Hogben,Male,65,10/21/98,,Financial Services,Mass Customer,N,_Ê_Ê±_Ê__Ê±_Ê±ü_Ê__Ê_,No,1
1188,Sally,Cominoli,Female,14,2/23/84,Statistician IV,n/a,Affluent Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,4
1189,Mart,Bazoche,Male,22,8/29/88,Geologist I,Health,High Net Worth,N,-1.00E+02,Yes,8
1190,Sib,Gilby,Female,67,9/7/68,Assistant Professor,Financial Services,Affluent Customer,N,‰¢,Yes,10
1191,Merrielle,Vegas,Female,20,5/22/96,Director of Sales,n/a,Mass Customer,N,‰å«‰¡èÌå¬èÌ‰‰‰,Yes,1
1192,Hollyanne,McCarter,Female,31,12/12/69,VP Quality Control,Manufacturing,Mass Customer,N,‰Çtest‰Ç,No,16
1193,Quintus,Whear,Male,58,1/21/86,Safety Technician I,Retail,High Net Worth,N,../../../../../../../../../../../etc/hosts,No,5
1194,Audry,Scurrey,Female,69,3/25/92,Junior Executive,Telecommunications,Affluent Customer,N,,No,3
1195,Ally,Folliott,Female,0,3/22/78,VP Marketing,Telecommunications,Mass Customer,N,íÁêêíIêííí_nêêêví¨íÇokí_íÇíêiíêí_í_íÊíníÁíÈí¨í£í¼gí_êêí_êíÂê í¡têí_híí_eí¢í_ êíÂí_êfí«íêí£eêêeí£í´í©lêêêiêÊêêí_nêêíêí_í¨gê í¬oêÁêí»fíí£íÂ ííêíêí¨cñêíÇêêêêêhíµí_í£êêaêíí_êêoí_í£í´sê¢í±êí¼íí_íÈ.íí,No,18
1196,Phillie,Bradforth,Female,23,3/19/98,Research Nurse,Health,Mass Customer,N,"''''""",No,2
1197,Isobel,Lampett,Female,44,10/16/97,Professor,Financial Services,High Net Worth,N,0•ü‰£ 1•ü‰£ 2•ü‰£ 3•ü‰£ 4•ü‰£ 5•ü‰£ 6•ü‰£ 7•ü‰£ 8•ü‰£ 9•ü‰£ _,Yes,5
1198,Alina,Rickson,Female,73,9/30/73,Sales Representative,Retail,High Net Worth,N,",./;'[]\-=",No,7
1199,Ludovico,Bertot,Male,7,6/14/58,VP Accounting,Financial Services,Affluent Customer,N,í_HêíÂí_íí_eê êíí´ííÈêíwíhííøêoíêíêí±í¨ ñí¼íííêWíáí_í_aí¼í»êií¬êêí_êíøítí¦í_í¨sííêê íÊíÇíÊBíÈêêêêí_eíµhíµíÂêíÇêiíí_êí_í_í¨êíÇnêdí«í»íí êí¡êí©êêêí_Tê¢êí_êí»hêêí¨íÈeíÂíêí í_í_íWêêêííêêaêêêí_í_,Yes,5
1200,Hedda,Lathom,Female,38,4/30/74,Librarian,Entertainment,High Net Worth,N,‰¢,No,18
1201,Stephani,Mellhuish,Female,42,11/28/55,,Manufacturing,Mass Customer,N,00è®$-,No,10
1202,Rollie,,Male,90,2/26/92,Sales Representative,Retail,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,8
1203,Claresta,Carnier,Female,38,5/6/88,Technical Writer,Health,Affluent Customer,N,Zí¨íêíÊêêAí´ííêíÈíLí£êêíøí_íêGíÈOí_íí¨,No,22
1204,Trudy,Huffy,Female,12,3/24/71,Senior Developer,Manufacturing,Affluent Customer,N,‰¡‰«‰µ‰‰‰,Yes,16
1205,Barton,Baudts,Male,38,6/5/78,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,00è®$-,No,13
1206,Lucina,Metcalf,Female,13,5/7/78,Paralegal,Financial Services,Mass Customer,N,-1.00E+02,No,13
1207,Mabel,Marousek,Female,30,9/25/97,Engineer IV,Health,Mass Customer,N,"¯Çô ôô¯_ ¯_ô¯á¯» ô¯¬¯¤ô¯»¯_¯øô¯ø¯, ¯Â¯_ô¯±¯»ô ¯¬¯¤¯_¯»¯¨¯ø¯¤ô ¯£ô ¯øôô. ¯´¯¡ ôô¯¤¯ ¯¤ô¯_¯»¯¤¯± ô¯»ô¯µô¯¬ ô¯¤ô. ¯£ôôô ¯¤ô¯á¯¤ôô¯¤¯ ¯¬¯±ô¯á¯¤ôô¯¤-ô¯±ô¯_¯¤ ô¯ø ¯£¯¨¯¡. ¯_ôôô¯¤ô¯ ¯´¯»ô¯¤ôô¯© ¯¬ôô ô¯¤, ô¯¡ô¯± ¯",No,1
1208,Lira,Durn,Female,23,12/26/83,Budget/Accounting Analyst IV,Financial Services,Mass Customer,N,1,No,15
1209,Jacky,Jerosch,Male,40,9/6/77,Senior Developer,Property,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,11
1210,Shandie,Sprigg,U,81,,Programmer II,IT,Mass Customer,N,,No,
1211,Gunar,Petasch,Male,45,7/23/78,VP Sales,Financial Services,Affluent Customer,N,__ _ _ _ _ _ _ _¤,Yes,14
1212,Cindy,Freeborn,Female,28,10/24/68,Legal Assistant,Property,Affluent Customer,N,‰Á,No,13
1213,Matthieu,Schruur,Male,80,10/21/73,Accounting Assistant II,n/a,High Net Worth,N,,No,15
1214,Martino,Shalcros,Male,0,5/1/89,Internal Auditor,Property,High Net Worth,N,‹,No,15
